VD	CAUSE_OF_DEATH_DETAIL	Code	Optional	Specific details of the cause of death.	ncit:C168868	_undefined_	_undefined_	_undefined_	Note: If multiple cause of death details, include one observation per cause of death detail.
PD						Hemorrhage	In medicine, loss of blood from damaged blood vessels. A hemorrhage may be internal or external, and usually involves a lot of bleeding in a short time.	ncit:C26791
PD						Bacterial Infection	An acute infectious disorder that is caused by gram positive or gram negative bacteria; representative examples include pneumococcal, streptococcal, salmonella, and meningeal infections.	ncit:C2890
PD						Viral Infection	Any disease caused by a virus.	ncit:C3439
PD						Fungal Infection	An infection caused by a fungus.	ncit:C3245
PD						Infection	The invasion of an organism's body tissues by disease-causing agents and their multiplication, as well as the reaction by the host to these organisms and/or toxins that the organisms produce.	ncit:C128320
PD						Immunotherapy-Related	An observation that a situation is related to immunotherapy received.	ncit:C168874
PD						Sinusoidal Obstruction Syndrome	A disorder characterized by inflammation and damage of the hepatic sinusoidal endothelial cells of the hepatic venules that leads to venular occlusion and hepatocellular necrosis. It is most often a conditioning-related toxicity that results as a complication of hematopoietic stem cell transplantation (HSCT). It has also been described in populations of individuals who have ingested pyrrolizidine plant alkaloids. The clinical signs and symptoms include hyperbilirubinemia, hepatomegaly, and fluid retention.	ncit:C26793
PD						Multi-Organ Failure	Complete impairment of two or more organs or organ systems.	ncit:C75568
PD						Acute Respiratory Distress Syndrome	Progressive and life-threatening pulmonary distress in the absence of an underlying pulmonary condition, usually following major trauma or surgery. Cases of neonatal respiratory distress syndrome are not included in this definition.	ncit:C3353
PD						Graft Versus Host Disease	A reaction, which may be fatal, in an immunocompromised subject (host) who has received an antigenically incompatible tissue transplant (graft) from an immunocompetent donor. The reaction is secondary to the activation of the transplanted cells against those host tissues that express an antigen not expressed by the donor, and is seen most commonly following bone marrow transplantation; acute disease is seen after 5-40 days, and chronic disease occurs weeks to months after transplantation.	ncit:C3063
PD						Other	Different than the one(s) previously specified or mentioned.	ncit:C17649
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998
PD						Not Reported	Not provided or available.	ncit:C43234
VD	CAUSE_OF_DEATH_RANKING	Code	Mandatory	Assigning a weighted relevance to the cause of death.	ncit:C168932	_undefined_	_undefined_	_undefined_	Note: Contributory refers to additional cause of death, not necessarily the ordinal ranking of causes of death. There may be multiple secondary causes of death.
PD						Primary	The first significant event which ultimately led to death.	ncit:C99531
PD						Contributory	Any factor contributing to the cause of death.	ncit:C168948
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998
PD						Not Reported	Not provided or available.	ncit:C43234


DD	Disease Attributes
TD	Disease Characteristics
TG	One row per subject per disease phase per disease site
VD	DISEASE_PHASE	Code	Mandatory	The stage or period of an individual's disease.	ncit:C168878	_undefined_	_undefined_	_undefined_
PD						Initial Diagnosis	The first diagnosis of the individual's condition.	ncit:C156813
PD						Relapse	The return of a disease after a period of remission.	ncit:C38155
PD						Refractory	Not responding to treatment.	ncit:C38014
VD	DISEASE_PHASE_NUMBER	Number	Mandatory	The number of the disease phase.	ncit:C173258	_undefined_	_undefined_	_undefined_
VD	ALL_TYPE	Code	Mandatory	Leukemia with an acute onset, characterized by the presence of lymphoblasts in the bone marrow and the peripheral blood. It includes the acute B lymphoblastic leukemia and acute T lymphoblastic leukemia.	ncit:C3167	_undefined_	_undefined_	_undefined_
PD						B-ALL	The most frequent type of acute lymphoblastic leukemia. Approximately 75% of cases occur in children under six years of age. This is a good prognosis leukemia. In the pediatric age group the complete remission rate is approximately 95% and the disease free survival rate is 70%. Approximately 80% of children appear to be cured. In the adult age group the complete remission rate is 60-85%. (WHO, 2001)	ncit:C8644
PD						T-ALL	Acute lymphoblastic leukemia of T-cell origin. It comprises about 15% of childhood cases and 25% of adult cases. It is more common in males than females. (WHO, 2001)	ncit:C3183
PD						Acute Leukemia, ambiguous lineage (mixed or biphenotypic)	An acute leukemia in which the blasts lack sufficient evidence to classify as myeloid or lymphoid or they have morphologic and/or immunophenotypic characteristics of both myeloid and lymphoid cells. (WHO, 2001)	ncit:C7464
PD						Mixed Phenotype Acute Leukemia	An acute leukemia of ambiguous lineage. It is characterized by the presence of either separate populations of blasts of more than one lineage, or one population of blasts co-expressing markers of more than one lineage.	ncit:C82179
VD	DISEASE_SITE	Code	Mandatory	The anatomic site of the disease.	ncit:C173263	_undefined_	_undefined_	_undefined_	Note: If multiple sites of disease involvement, include one observation per site.
PD						Bone Marrow	The tissue occupying the spaces of bone. It consists of blood vessel sinuses and a network of hematopoietic cells which give rise to the red cells, white cells, and megakaryocytes.	ncit:C12431
PD						Central Nervous System	The part of the nervous system that consists of the brain, spinal cord, and meninges.	ncit:C12438
PD						Testes	Either of the paired male reproductive glands that produce the male germ cells and the male hormones.	ncit:C12412
PD						Other	Different than the one(s) previously specified or mentioned.	ncit:C17649
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998
PD						Not Reported	Not provided or available.	ncit:C43234
VD	CNS_DISEASE_STATUS	Code	Mandatory	The status of central nervous system leukemia at the time of diagnosis.	ncit:C116832	_undefined_	_undefined_	_undefined_
PD						CNS1	The status of central nervous system leukemia at diagnosis, where there is an absence of blasts on a cerebral spinal fluid cytospin preparation, regardless of the number of white blood cells.	ncit:C116833
PD						CNS2	The status of central nervous system leukemia at diagnosis, where there are less than 5 white blood cells per microliter on a cerebral spinal fluid cytospin preparation that is positive for blasts; or greater than 5 white blood cells per microliter on a cerebral spinal fluid cytospin preparation that is considered negative by Steinherz/Bleyer algorithm.	ncit:C116834
PD						CNS3	The status of central nervous system leukemia at diagnosis, where there are more than 5 white blood cells per microliter on a cerebral spinal fluid cytospin preparation that is positive for blasts; with or without clinical signs of CNS leukemia.	ncit:C116835
PD						CNS2a	The status of central nervous system leukemia at diagnosis, where there are less than 10 red blood cells and less than 5 white blood cells per microliter on a cerebral spinal fluid cytospin preparation that is positive for blasts.	ncit:C116836
PD						CNS2b	The status of central nervous system leukemia at diagnosis, where there are 10 or more red blood cells and less than 5 white blood cells per microliter on a cerebral spinal fluid cytospin preparation that is positive for blasts.	ncit:C116837
PD						CNS2c	The status of central nervous system leukemia at diagnosis, where there are 10 or more red blood cells and 5 or more white blood cells per microliter on a cerebral spinal fluid cytospin preparation that is positive for blasts and is considered negative by Steinherz/Bleyer algorithm.	ncit:C116838
PD						CNS3a	The status of central nervous system leukemia at diagnosis, where there are less than 10 red blood cells and 5 or more white blood cells per microliter on a cerebral spinal fluid cytospin preparation that is positive for blasts.	ncit:C116840
PD						CNS3b	The status of central nervous system leukemia at diagnosis, where there are 10 or more red blood cells and 5 or more white blood cells per microliter on a cerebral spinal fluid cytospin preparation that is considered positive by Steinherz/Bleyer algorithm.	ncit:C116841
PD						CNS3c	The status of central nervous system leukemia at diagnosis, where there are clinical signs of central system leukemia (such as facial nerve palsy, brain/eye involvement, or hypothalamic syndrome).	ncit:C116843
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998
PD						Not Reported	Not provided or available.	ncit:C43234
VD	BULK_MED_MASS	Code	Optional	When the maximum width of a mass is equal or greater than one-third of the internal transverse diameter of the thorax at the level of T5/6 on a PA CXR. Bulk at an alternate site is defined as any mass measuring 10 cm or more by any imaging study.	ncit:C178075	_undefined_	_undefined_	_undefined_
PD						No	The non-affirmative response to a question.	ncit:C49487
PD						Yes	The affirmative response to a question.	ncit:C49488
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998
PD						Not Reported	Not provided or available.	ncit:C43234
VD	PRIOR_STEROIDS_WEEK	Code	Mandatory	The subject received steroids within one week prior to diagnosis of the disease phase.	ncit:C178076	_undefined_	_undefined_	_undefined_
PD						No	The non-affirmative response to a question.	ncit:C49487
PD						Yes	The affirmative response to a question.	ncit:C49488
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998
PD						Not Reported	Not provided or available.	ncit:C43234
VD	PRIOR_STEROIDS_MONTH	Code	Mandatory	The subject received steroids within one month prior to diagnosis of the disease phase.	ncit:C178077	_undefined_	_undefined_	_undefined_
PD						No	The non-affirmative response to a question.	ncit:C49487
PD						Yes	The affirmative response to a question.	ncit:C49488
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998
PD						Not Reported	Not provided or available.	ncit:C43234


DD	Testing
TD	Vitals
TG	One row per subject per vitals sign record
VD	AGE_AT_VITALS	Number	Optional	Vital signs (such as height, weight, and blood pressure) directly measure an individual's current state of attributes.	ncit:C154628	_undefined_	_undefined_	_undefined_
VD	DISEASE_PHASE	Code	Optional	The stage or period of an individual's disease.	ncit:C168878	_undefined_	_undefined_	_undefined_	Note: Disease phase could be "Initial Diagnosis" phase, a "Relapse" phase, or a "Progression" phase.
PD						Initial Diagnosis	The first diagnosis of the individual's condition.	ncit:C156813
PD						Relapse	The return of a disease after a period of remission.	ncit:C38155
PD						Refractory	Not responding to treatment.	ncit:C38014
