PD						P9749	The identifier P9749, assigned to a study in an GCT clinical trial.	ncit:C177340
PD						POG9049	The identifier POG9049, assigned to a study in an GCT clinical trial.	ncit:C177341
PD						AGCT01P1	The identifier AGCT01P1, assigned to a study in an GCT clinical trial.	ncit:C177342
PD						AGCT0132	The identifier AGCT0132, assigned to a study in an GCT clinical trial.	ncit:C177343
PD						AGCT0521	The identifier AGCT0521, assigned to a study in an GCT clinical trial.	ncit:C177344
PD						TE04	The identifier TE04, assigned to a study in an GCT clinical trial.	ncit:C177345
PD						TE05	The identifier TE05, assigned to a study in an GCT clinical trial.	ncit:C177346
PD						TE08	The identifier TE08, assigned to a study in an GCT clinical trial.	ncit:C177347
PD						TE22	The identifier TE22, assigned to a study in an GCT clinical trial.	ncit:C177348
PD						TE09	The identifier TE09, assigned to a study in an GCT clinical trial.	ncit:C177349
PD						TE13	The identifier TE13, assigned to a study in an GCT clinical trial.	ncit:C177350
PD						TE20	The identifier TE20, assigned to a study in an GCT clinical trial.	ncit:C177351
PD						TIP	The identifier TIP, assigned to a study in an GCT clinical trial.	ncit:C177352
VD	AGE_AT_ENROLLMENT	Number		Age of subject (in days) when the subject enrolled in the study.	ncit:C168843	_undefined_	_undefined_	_undefined_
VD	YEAR_AT_ENROLLMENT	Number		The year at which a subject enrolled in a study.	ncit:C177353	_undefined_	_undefined_	_undefined_
VD	TREATMENT_ARM	Code		A specific treatment plan within a clinical trial that describes the activities a subject will be involved in as he or she progresses through the study.	ncit:C15538	_undefined_	_undefined_	_undefined_


DD	Protocol
TD	Disease Phase Timing
TG	One row per subject per disease phase
VD	DISEASE_PHASE	Code		The stage or period of an individual's disease.	ncit:C168878	_undefined_	_undefined_	_undefined_
PD						Initial Diagnosis	The first diagnosis of the individual's condition.	ncit:C156813	Note: Disease phase could be "Initial Diagnosis" phase, "Relapse" phase, etc...
PD						Relapse	The return of a disease after a period of remission.	ncit:C38155
VD	DISEASE_PHASE_NUMBER	Number		The number of the disease phase.	ncit:C173258	_undefined_	_undefined_	_undefined_
VD	AGE_AT_DISEASE_PHASE	Number		Age in days when the diagnosis was made for the Disease Phase.	ncit:C168972	_undefined_	_undefined_	_undefined_
VD	YEAR_AT_DISEASE_PHASE	Number		Year when the diagnosis was made for the Disease Phase.	ncit:C168823	_undefined_	_undefined_	_undefined_


DD	Demographics
TD	Demographics
TG	One row per subject
VD	SEX	Code		The assemblage of physical properties or qualities by which male is distinguished from female; the physical difference between male and female; the distinguishing peculiarity of male or female.	ncit:C28421	_undefined_	_undefined_	_undefined_
PD						Male	A person who belongs to the sex that normally produces sperm. The term is used to indicate biological sex distinctions, cultural gender role distinctions, or both.	ncit:C20197
PD						Female	A person who belongs to the sex that normally produces ova. The term is used to indicate biological sex distinctions, or cultural gender role distinctions, or both.	ncit:C16576
PD						Undifferentiated	Sex could not be determined; not uniquely defined; undifferentiated.	ncit:C41438
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998
PD						Not Reported	Not provided or available.	ncit:C43234
VD	RACE	Code		An arbitrary classification of a taxonomic group that is a division of a species. It usually arises as a consequence of geographical isolation within a species and is characterized by shared heredity, physical attributes and behavior, and in the case of humans, by common history, nationality, or geographic distribution.	ncit:C17049	_undefined_	_undefined_	_undefined_
PD						American Indian or Alaska Native	A person having origins in any of the original peoples of North and South America (including Central America) and who maintains tribal affiliation or community attachment. (OMB)	ncit:C41259
PD						Asian	A person having origins in any of the original peoples of the Far East, Southeast Asia, or the Indian subcontinent, including for example, Cambodia, China, India, Japan, Korea, Malaysia, Pakistan, the Philippine Islands, Thailand, and Vietnam. (OMB)	ncit:C41260
PD						Black or African American	A person having origins in any of the Black racial groups of Africa. Terms such as "Haitian" or "Negro" can be used in addition to "Black or African American". (OMB)	ncit:C16352
PD						Multiracial	Having ancestors of several or various races.	ncit:C67109
PD						Native Hawaiian or Other Pacific Islander	A person having origins in any of the original peoples of Hawaii, Guam, Samoa, or other Pacific Islands. (OMB)	ncit:C41219
PD						White	A person having origins in any of the original peoples of Europe, the Middle East, or North Africa. (OMB)	ncit:C41261
PD						Other	Different than the one(s) previously specified or mentioned.	ncit:C17649
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998
PD						Not Reported	Not provided or available.	ncit:C43234
VD	ETHNICITY	Code		A social group characterized by a distinctive social and cultural tradition that is maintained from generation to generation. Members share a common history and origin and a sense of identification with the group. They have similar and distinctive features in their lifestyle habits and shared experiences. They often have a common genetic heritage which may be reflected in their experience of health and disease.	ncit:C16564	_undefined_	_undefined_	_undefined_
PD						Hispanic or Latino	A person of Cuban, Mexican, Puerto Rican, South or Central American, or other Spanish culture or origin, regardless of race. The term, "Spanish origin," can be used in addition to "Hispanic or Latino." (OMB)	ncit:C17459
PD						Not Hispanic or Latino	A person not of Cuban, Mexican, Puerto Rican, South or Central American, or other Spanish culture or origin, regardless of race.	ncit:C41222
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998
PD						Not Reported	Not provided or available.	ncit:C43234


DD	Demographics
TD	Medical History
TG	One row per subject per prior medical history
VD	MEDICAL_HISTORY	Code		The verbatim description of the medical history being reported.	ncit:C83118	_undefined_	_undefined_	_undefined_
PD						Turner Syndrome	A gonadal dysgenesis syndrome occurring in phenotypic females, characterized by the absence of a part or all of one of the sex chromosomes. Signs and symptoms include short stature, webbing of neck, low-set ears, hypogonadism, and sterility.	ncit:C26900	Note: If subject had multiple medical history conditions, include one observation per condition.
PD						Klinefelter Syndrome	A sex chromosome disorder caused by the presence of an extra X chromosome in the male karyotype. Affected individuals are infertile and have a small penis and testes. They tend to have tall stature and long legs and may have difficulties with speech and language development. Gynecomastia may be present.	ncit:C34752
PD						Swyer Syndrome	A rare syndrome characterized by the presence of a small lung as a result of unilateral post-infectious bronchiolitis obliterans.	ncit:C85178
PD						Frasier Syndrome	A condition, which typically presents during adolescence, that is caused by WT-1 mutation, and is characterized by a developmental sex disorder, FSGS, and may be associated with gonadoblastoma.	ncit:C122805
PD						Gonadal Dysgenesis	A congenital disorder characterized by the presence of extremely hypoplastic gonads preventing the development of secondary sex characteristics	ncit:C61420
PD						Other	Different than the one(s) previously specified or mentioned.	ncit:C17649
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998
VD	MEDICAL_HISTORY_STATUS	Code				_undefined_	_undefined_	_undefined_
PD						Present	Being or existing in a specified place or at the specified time.	ncit:C25626
PD						Absent	Not existing in a specified place at a specified time.	ncit:C48190
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998
PD						Not Reported	Not provided or available.	ncit:C43234


DD	Demographics
TD	Survival Characteristics
TG	One row per subject per cause of death
VD	AGE_AT_LKSS	Number		Age of subject (in days) at the last known survival status.	ncit:C168844	_undefined_	_undefined_	_undefined_
VD	DISEASE_PHASE	Code		The stage or period of an individual's disease.	ncit:C168878	_undefined_	_undefined_	_undefined_
PD						Initial Diagnosis	The first diagnosis of the individual's condition.	ncit:C156813	Note: Disease phase could be "Initial Diagnosis" phase, "Relapse" phase, etc...
PD						Relapse	The return of a disease after a period of remission.	ncit:C38155
VD	DISEASE_PHASE_NUMBER	Number		The number of the disease phase.	ncit:C173258	_undefined_	_undefined_	_undefined_
VD	LKSS	Code		The individual's last known survival status.	ncit:C168931	_undefined_	_undefined_	_undefined_
PD						Alive	Showing characteristics of life; displaying signs of life.	ncit:C37987
PD						Dead	The cessation of life.	ncit:C28554
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998
VD	CAUSE_OF_DEATH	Code		The circumstance or condition that results in the death of a living being.	ncit:C81239	_undefined_	_undefined_	_undefined_
PD						Disease Progression	An indication that the subject has died due to the progression of their disease.	ncit:C168970	Note: If multiple causes of death, include one observation per cause of death.
PD						Treatment-Related Mortality	A death that is considered to be causally linked to a treatment.	ncit:C166165
PD						Secondary Malignancy	A malignant neoplasm that arises from a pre-existing lower grade lesion, or as a result of a primary lesion that has spread to secondary sites, or due to a complication of a cancer treatment.	ncit:C4968
PD						Other	Different than the one(s) previously specified or mentioned.	ncit:C17649
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998
PD						Not Reported	Not provided or available.	ncit:C43234


DD	Disease Attributes
TD	Disease Characteristics
TG	One row per subject per disease phase per detection method per disease site
VD	DISEASE_PHASE	Code		The stage or period of an individual's disease.	ncit:C168878	_undefined_	_undefined_	_undefined_
PD						Initial Diagnosis	The first diagnosis of the individual's condition.	ncit:C156813	Note: Disease phase could be "Initial Diagnosis" phase, "Relapse" phase, etc...
PD						Relapse	The return of a disease after a period of remission.	ncit:C38155
VD	DISEASE_PHASE_NUMBER	Number		The number of the disease phase.	ncit:C173258	_undefined_	_undefined_	_undefined_
VD	IGCCC_RISK_GROUP	Code		A risk classification system for malignant germ cell tumors developed by the International Germ Cell Cancer Collaborative Group.	ncit:C111073	_undefined_	_undefined_	_undefined_
PD						IGCCC Good	The good prognosis category refers to testes/retroperitoneal primary and no nonpulmonary visceral metastases and the following markers: AFP less than 1,000 ng/mL, hCG less than 5,000 IU/L and LDH less than 1.5 × ULN.	ncit:C177310
PD						IGCCC Intermediate	The intermediate risk group refers to testes/retroperitoneal primary and no nonpulmonary visceral metastases and the following markers: AFP greater than or equal to 1,000 ng/mL and less than or equal to 10,000 ng/mL, or hCG greater than or equal to 5,000 IU/L and less than or equal to 50,000 ng/mL or LDH greater than or equal to 1.5 × ULN and less than or equal to 10 × ULN.	ncit:C177311
PD						IGCCC Poor	The poor prognosis category refers to mediastinal primary or nonpulmonary visceral metastases or markers with the following: AFP greater than 10,000 ng/mL or hCG greater than 50,000 IU/L or LDH greater than 10 × ULN.	ncit:C177312
PD						Unknown	Not known, not observed, not recorded, or refused.	ncit:C17998
PD						Not Reported	Not provided or available.	ncit:C43234
VD	MAGIC_RISK_GROUP	Code		A risk classification system for extracranial, malignant, pediatric germ cell tumors.	ncit:C177316	_undefined_	_undefined_	_undefined_
PD						Low	The low risk classification refers to age younger than 11 years and extragonadal stage III-IV disease.	ncit:C177354
PD						Standard	The standard risk classification refers to four-years-event-free survival of more than 80%.	ncit:C177355
PD						Poor	The poor risk classification refers to age equal or older than 11 years, ovarian stage IV disease, and extragonadal stage III-IV disease.	ncit:C177356
PD						Unknown	Not known, not observed, not recorded, or refused.	ncit:C17998
PD						Not Reported	Not provided or available.	ncit:C43234
VD	DETECTION_METHOD	Code		The method used to detect the extent of the disease involvement.	ncit:C173262	_undefined_	_undefined_	_undefined_
PD						Tumor Marker	A substance present in or produced by a tumor or by the host, that can be used for differentiating neoplastic from normal tissue based on measurements in body fluids, secretions, cells, and/or tissues. Markers are used in diagnosis, staging and prognosis of cancer, provide an estimation of tumor burden, and serve for monitoring effects of therapy, detecting recurrence, localization of tumors, and screening in general populations.	ncit:C17220	Note: If there were multiple detection methods, include one observation per detection method.
PD						Imaging	Any technology or method that aids in the visualization of any biological process, cell, tissue or organ for use in screening, diagnosis, surgical procedures or therapy.	ncit:C17369
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998
PD						Not Reported	Not provided or available.	ncit:C43234


DD	Disease Attributes
TD	Tumor Assessment
TG	One row per subject per tumor assessment
VD	AGE_AT_TUMOR_ASSESSMENT	Number		Age of subject (in days) at tumor assessment.	ncit:C174997	_undefined_	_undefined_	_undefined_
VD	DISEASE_PHASE	Code		The stage or period of an individual's disease.	ncit:C168878	_undefined_	_undefined_	_undefined_
PD						Initial Diagnosis	The first diagnosis of the individual's condition.	ncit:C156813	Note: Disease phase could be "Initial Diagnosis" phase, "Relapse" phase, etc...
PD						Relapse	The return of a disease after a period of remission.	ncit:C38155
VD	DISEASE_PHASE_NUMBER	Number		The number of the disease phase.	ncit:C173258	_undefined_	_undefined_	_undefined_
VD	TUMOR_DETECTION_METHOD	Code		The technique used to administer the tumor identification assessment.	ncit:C117438	_undefined_	_undefined_	_undefined_
PD						Imaging	Any technology or method that aids in the visualization of any biological process, cell, tissue or organ for use in screening, diagnosis, surgical procedures or therapy.	ncit:C17369	Note: If there were multiple methods, include one observation per method.
PD						PET	A technique for measuring the gamma radiation produced by collisions of electrons and positrons (anti-electrons) within living tissue. In positron emission tomography (PET), a subject is given a dose of a positron-emitting radionuclide attached to a metabolically active substance (for example, 2-fluoro-2-deoxy-D-glucose (FDG), which is similar to a naturally occurring sugar, glucose, with the addition of a radioactive fluorine atom). When living tissue containing the positron emitter is bombarded by electrons, gamma radiation produced by collisions of electrons and positrons is detected by a scanner, revealing in fine detail the tissue location of the metabolically-active substance administered.	ncit:C17007
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998
PD						Not Reported	Not provided or available.	ncit:C43234
VD	TUMOR_CLASSIFICATION	Code		The classification of a tumor based primarily on histopathological characteristics.	ncit:C174459	_undefined_	_undefined_	_undefined_
PD						Primary	A tumor at the original site of origin.	ncit:C8509
PD						Metastatic	A term referring to the clinical or pathologic observation of a tumor extension from its original site of growth to another anatomic site.	ncit:C14174
PD						Regional	Refers to cancer that has grown beyond the original (primary) tumor to nearby lymph nodes or organs and tissues.	ncit:C41844
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998
PD						Not Reported	Not provided or available.	ncit:C43234
VD	TUMOR_SITE	Code		The anatomic site of the tumor.	ncit:C157120	_undefined_	_undefined_	_undefined_
PD						Ascitic Fluid	A biospecimen of ascitic fluid.	ncit:C159203	Note: If there were multiple primary sites, include one observation per primary site.
PD						Bone	Connective tissue that forms the skeletal components of the body.	ncit:C12366
PD						Brain	An organ composed of grey and white matter containing billions of neurons that is the center for intelligence and reasoning. It is protected by the bony cranium.	ncit:C12439
PD						Cerebrospinal Fluid	The fluid that is contained within the brain ventricles, the subarachnoid space and the central canal of the spinal cord.	ncit:C12692
PD						Frontal Cortex	The part of the brain located anterior to the parietal lobes at the front of each cerebral hemisphere.	ncit:C32635
PD						Head and Neck	For oncology, an area of the body generally construed to comprise the base of skull and facial bones, sinuses, orbits, salivary glands, oral cavity, oropharynx, larynx, thyroid, facial and neck musculature and lymph nodes draining these areas.	ncit:C12418
PD						Liver	A triangular-shaped organ located under the diaphragm in the right hypochondrium. It is the largest internal organ of the body, weighting up to 2 kg. Metabolism and bile secretion are its main functions. It is composed of cells which have the ability to regenerate.	ncit:C12392
PD						Lung	One of a pair of viscera occupying the pulmonary cavities of the thorax, the organs of respiration in which aeration of the blood takes place. As a rule, the right lung is slightly larger than the left and is divided into three lobes (an upper, a middle, and a lower or basal), while the left has two lobes (an upper and a lower or basal). Each lung is irregularly conical in shape, presenting a blunt upper extremity (the apex), a concave base following the curve of the diaphragm, an outer convex surface (costal surface), an inner or mediastinal surface (mediastinal surface), a thin and sharp anterior border, and a thick and rounded posterior border.	ncit:C12468
PD						Mediastinum	A group of organs surrounded by loose connective tissue, separating the two pleural sacs, between the sternum anteriorly and the vertebral column posteriorly as well as from the thoracic inlet superiorly to the diaphragm inferiorly. The mediastinum contains the heart and pericardium, the bases of the great vessels, the trachea and bronchi, esophagus, thymus, lymph nodes, thoracic duct, phrenic and vagus nerves, and other structures and tissues.	ncit:C12748
PD						Occipital Cortex	One of the four regions of cortex in each cerebral hemisphere. It is located posterior to the temporal lobe and inferior to the parietal lobe.	ncit:C12757
PD						Peritoneum	The tissue that lines the wall of the abdominal cavity, intestine, mesentery, and pelvic organs. It consists of the parietal peritoneum and the visceral peritoneum.	ncit:C12770
PD						Omentum	A fold of peritoneum originating at the stomach and supporting the viscera.	ncit:C33209
PD						Ovary	One of the paired female reproductive glands containing the ova or germ cells; the ovary's stroma is a vascular connective tissue containing numbers of ovarian follicles enclosing the ova.	ncit:C12404
PD						Parietal Cortex	One of the lobes of the cerebral hemisphere located superiorly to the occipital lobe and posteriorly to the frontal lobe. Cognition and visuospatial processing are its main functions.	ncit:C12766
PD						Pineal	A small endocrine gland in the brain, situated beneath the back part of the corpus callosum, that secretes melatonin.	ncit:C12398
PD						Retroperitoneum	The back of the abdomen where the kidneys lie and the great blood vessels run.	ncit:C28256
PD						Sacrococcygeal	The triangular bone, made up of 5 fused bones of the spine, located in the lower area of the spine between the fifth lumbar vertebra and the coccyx.	ncit:C33506
PD						Spinal Cord	The elongated, approximately cylindrical part of the central nervous system of vertebrates that lies in the vertebral canal and from which the spinal nerves emerge.	ncit:C12464
PD						Spine	A series of bones, muscles, tendons, and other tissues reaching from the base of the skull to the tailbone. The vertebral column forms the axis of the skeleton and encloses as well as protects the spinal cord and the fluid surrounding the spinal cord.	ncit:C12998
PD						Suprasellar/Neurohypophyseal	The anatomical region which includes the sella turcica, pituitary gland, ventral adenohypophysis and dorsal neurohypophysis.	ncit:C177357
PD						Temporal Cortex	One of the cerebral lobes. It is located inferior to the frontal and parietal lobes and anterior to the occipital lobe.	ncit:C12797
PD						Testis	Either of the paired male reproductive glands that produce the male germ cells and the male hormones.	ncit:C12412
PD						Thalamus	An ovoid mass composed predominantly of gray substance and associated laminae of white substance. The thalamus is divided into anterior, medial, and lateral parts. The function of the thalamus is to relay sensory impulses and cerebellar and basal ganglia projections to the cerebral cortex. The thalamus is positioned within the posterior part of the diencephalon forming most of each lateral wall of the third ventricle.	ncit:C12459
PD						Vagina	The female genital canal, extending from the uterus to the vulva.	ncit:C12407
PD						Cervix Lymph Node				[gct_v1.0].[Tumor Assessment].[NODAL_SITE].[Cervix] skos:exactMatch [gct_v1.1].[Tumor Assessment].[TUMOR_SITE].[Cervix Lymph Node]
PD						Mediastinal Lymph Node		ncit:C33073		[gct_v1.0].[Tumor Assessment].[NODAL_SITE].[Mediastinum] skos:exactMatch [gct_v1.1].[Tumor Assessment].[TUMOR_SITE].[Mediastinal Lymph Node]
PD						Omentum Lymph Node				[gct_v1.0].[Tumor Assessment].[NODAL_SITE].[Omentum] skos:exactMatch [gct_v1.1].[Tumor Assessment].[TUMOR_SITE].[Omentum Lymph Node]
PD						Pelvic Lymph Node		ncit:C12363		[gct_v1.0].[Tumor Assessment].[NODAL_SITE].[Pelvis] skos:exactMatch [gct_v1.1].[Tumor Assessment].[TUMOR_SITE].[Pelvic Lymph Node]
PD						Retroperitoneum Lymph Node				[gct_v1.0].[Tumor Assessment].[NODAL_SITE].[Retroperitoneum] skos:exactMatch [gct_v1.1].[Tumor Assessment].[TUMOR_SITE].[Retroperitoneum Lymph Node]
PD						Other				[gct_v1.0].[Tumor Assessment].[NODAL_SITE].[Other] skos:exactMatch [gct_v1.1].[Tumor Assessment].[TUMOR_SITE].[Other]
PD						Lymph Node				New PD
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998		[gct_v1.0].[Tumor Assessment].[NODAL_SITE].[Unknown] skos:exactMatch [gct_v1.1].[Tumor Assessment].[TUMOR_SITE].[Unknown]
PD						Not Reported	Not provided or available.	ncit:C43234		[gct_v1.0].[Tumor Assessment].[NODAL_SITE].[Not Reported] skos:exactMatch [gct_v1.1].[Tumor Assessment].[TUMOR_SITE].[Not Reported]
VD	TUMOR_LATERALITY	Code		A qualifier for the side of the body the tumor findings assessment is performed.	ncit:C119931	_undefined_	_undefined_	_undefined_
PD						Left	A finding indicating the tumor location is on the left side of the specimen.	ncit:C25229
PD						Right	A finding indicating the tumor location is on the right side of the specimen.	ncit:C25228
PD						Bilateral	A finding indicating the tumor location is on the both sides of the specimen.	ncit:C13332
PD						Midline	A finding indicating the tumor location is on the midline of the specimen.	ncit:C81170
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998
PD						Not Reported	Not provided or available.	ncit:C43234
VD	TUMOR_STATE	Code		A condition or state of a tumor at a particular time and a particular tumor site.		_undefined_	_undefined_	_undefined_
PD						Present
PD						Absent
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998


DD	Disease Attributes
TD	Staging
TG	One row per subject per staging assessment
VD	AGE_AT_STAGING	Number		Age of subject (in days) at the time of the staging assessment.	ncit:C177359	_undefined_	_undefined_	_undefined_
VD	DISEASE_PHASE	Code		The stage or period of an individual's disease.	ncit:C168878	_undefined_	_undefined_	_undefined_
PD						Initial Diagnosis	The first diagnosis of the individual's condition.	ncit:C156813	Note: Disease phase could be "Initial Diagnosis" phase, "Relapse" phase, etc...
PD						Relapse	The return of a disease after a period of remission.	ncit:C38155
VD	DISEASE_PHASE_NUMBER	Number		The number of the disease phase.	ncit:C173258	_undefined_	_undefined_	_undefined_
VD	STAGE_SYSTEM	Code		A systematic method for clinicopathologic evaluation of tumors.	ncit:C18004	_undefined_	_undefined_	_undefined_
PD						FIGO	A staging system for Wilms' Tumor that is based on the postoperative, pre-chemotherapy pathological features and findings relating to the extent of tumor spread.	ncit:C89808	Note: If there were multiple staging systems used, include one observation per staging system
PD						COG	A system for defining prognosis for gestational trophoblastic neoplasia. In this system, the FIGO stage is represented by an Roman numeral, followed by the modified WHO score depicted as an Arabic numeral and separated by a colon (e.g., Stage II:4, Stage IV:9). Scores of 0-6 are considered low-risk and scores greater than 6 are considered high-risk.	ncit:C39353
PD						AJCC	A group formed for the purpose of developing a system of clinical staging for cancer that is acceptable to the American medical profession and is compatible with other accepted classifications.	ncit:C39315
PD						Unknown	Reported as unknown by the data contributor.	ncit:C17998
PD						Not Reported	Not provided or available.	ncit:C43234
VD	STAGE	Code		The extent of a cancer in the body. Staging is usually based on the size of the tumor, whether lymph nodes contain cancer, and whether the cancer has spread from the original site to other parts of the body.	ncit:C16899	_undefined_	_undefined_	_undefined_
PD						Stage I	A FIGO stage term that applies to gynecologic cancers. For cervical cancer, it refers to invasive cancer that is confined to the cervix; for endometrial cancer, it refers to cancer confined to the corpus uteri with no or less than one-half myometrial invasion (IA) or invasion of one-half or more of the myometrium (IB).	ncit:C96244	Note: Tied to stage system.
PD						Stage II	A FIGO stage term that applies to gynecologic cancers. For cervical cancer, it refers to cancer that invades beyond the cervix, but not to the pelvic wall or lower third of the vagina; for endometrial cancer, it refers to cancer that invades the stromal connective tissue of the cervix, but it does not extend beyond the uterus.	ncit:C96252
PD						Stage III	A FIGO stage term that applies to gynecologic cancers. For cervical cancer, it refers to cancer that extends to the pelvic wall, and/or involves the lower third of vagina, and/or causes hydronephrosis or non-functioning kidney; for endometrial cancer, FIGO stage III is subdivided into stages IIIA and IIIB; in FIGO stage IIIA, there is involvement of the serosa and/or the adnexa; for FIGO stage IIIB, there is vaginal or parametrial involvement.	ncit:C96255
PD						Stage IV	A FIGO stage term that applies to gynecologic cancers. For cervical cancer, it refers to cancer that invades the mucosa of bladder or rectum, and/or extends beyond the true pelvis (FIGO stage IVA), or to cancer with distant metastases (FIGO stage IVB); for endometrial cancer, it refers to cancer that invades the bladder mucosa and/or the bowel mucosa (FIGO stage IVA), or to cancer with distant metastases (FIGO stage IVB).	ncit:C96261
PD						Stage I	Invasive cancer confined to the original anatomic site of growth without lymph node involvement.	ncit:C27966
PD						Stage II	Invasive cancer more extensive than stage I, usually involving local lymph nodes without spread to distant anatomic sites.	ncit:C28054
PD						Stage III	Locally advanced cancer that has spread to nearby organs but not to distant anatomic sites.	ncit:C27970
PD						Stage IV	Cancer that has spread to distant anatomic sites beyond its original site of growth.	ncit:C27971
PD						Stage 0	Stage 0 includes: pTis, N0, M0, S0. pTis: Intratubular germ cell neoplasia (carcinoma in situ). N0: regional lymph node metastasis. M0: No distant metastasis. S0: Marker study levels within normal limits. (AJCC 6th and 7th eds.)	ncit:C4523
PD						Stage I	Stage I includes: pT1-4, N0, M0, SX. pT1: Tumor limited to the testis and epididymis without vascular/lymphatic invasion; tumor may invade into the tunica albuginea but not the tunica vaginalis. pT2: Tumor limited to the testis and epididymis with vascular/lymphatic invasion, or tumor extending through the tunica albuginea with involvement of the tunica vaginalis. pT3: Tumor invades the spermatic cord with or without vascular/lymphatic invasion. pT4: Tumor invades the scrotum with or without vascular/lymphatic invasion. N0: No regional lymph node metastasis. M0: No distant metastasis. SX: Marker studies not available or not performed. (AJCC 6th and 7th eds.)	ncit:C7901
PD						Stage IA	Stage IA includes: pT1, N0, M0, S0. pT1: Tumor limited to the testis and epididymis without vascular/lymphatic invasion; tumor may invade into the tunica albuginea but not the tunica vaginalis. N0: No regional lymph node metastasis. M0: No distant metastasis. S0: Marker study levels within normal limits. (AJCC 6th and 7th eds.)	ncit:C6361
